species,phase,n_bins,bin_index,energy_mev,seed1,seed2,exit_code,duration_s,out_path
SEP_p,max,32,17,2.8081848121816018,2036311934,2036311935,0,20.58,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin17.out
SEP_p,max,32,18,3.8755712486509384,2036311936,2036311937,0,23.48,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin18.out
SEP_p,max,32,19,5.348669517125238,2036311938,2036311939,0,36.91,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin19.out
SEP_p,max,32,20,7.381690018828341,2036311940,2036311941,0,20.04,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin20.out
SEP_p,max,32,21,10.187458275297681,2036311942,2036311943,0,25.42,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin21.out
SEP_p,max,32,22,14.059694439377768,2036311944,2036311945,0,31.54,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin22.out
SEP_p,max,32,23,19.40376121176251,2036311946,2036311947,0,20.3,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin23.out
SEP_p,max,32,24,26.779098990131548,2036311948,2036311949,0,21.6,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin24.out
SEP_p,max,32,25,36.95779054880082,2036311950,2036311951,0,20.07,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin25.out
SEP_p,max,32,26,51.005386056953434,2036311952,2036311953,0,33.03,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin26.out
SEP_p,max,32,27,70.39244955359682,2036311954,2036311955,0,30.03,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin27.out
SEP_p,max,32,28,97.14850405450774,2036311956,2036311957,0,29.85,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin28.out
SEP_p,max,32,29,134.07449094157099,2036311958,2036311959,0,32.95,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin29.out
SEP_p,max,32,30,185.03598481717745,2036311960,2036311961,0,32.03,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin30.out
SEP_p,max,32,31,255.36785884336206,2036311962,2036311963,0,37.22,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin31.out
GCR_H,min,8,0,17.78279410038923,2036091900,2036091901,0,25.78,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin0.out
GCR_H,min,8,1,56.23413251903491,2036091902,2036091903,0,23.23,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin1.out
GCR_H,min,8,2,177.82794100389228,2036091904,2036091905,0,36.31,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin2.out
GCR_H,min,8,3,562.341325190349,2036091906,2036091907,0,84.13,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin3.out
GCR_H,min,8,4,1778.2794100389228,2036091908,2036091909,0,312.62,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin4.out
GCR_H,min,8,5,5623.413251903491,2036091910,2036091911,0,830.23,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin5.out
GCR_H,min,8,6,17782.79410038923,2036091912,2036091913,0,1987.55,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin6.out
GCR_H,min,8,7,56234.13251903491,2036091914,2036091915,0,5407.33,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/GCR_H_min_bins8_bin7.out
